transaction_date,store_location,month,day_of_week,is_weekend,shift,shift_num,total_cups,total_revenue,prev_revenue,prev_cups
2023-05-16,Hell's Kitchen,5,Tuesday,0,Afternoon,2,90,275.85,1354.73,392.0
2023-05-16,Hell's Kitchen,5,Tuesday,0,Evening,3,59,185.2,275.85,90.0
2023-05-17,Hell's Kitchen,5,Wednesday,0,Morning,1,259,1472.35,185.2,59.0
2023-05-17,Hell's Kitchen,5,Wednesday,0,Afternoon,2,63,210.65,1472.35,259.0
2023-05-17,Hell's Kitchen,5,Wednesday,0,Evening,3,37,108.35,210.65,63.0
2023-05-18,Hell's Kitchen,5,Thursday,0,Morning,1,402,1374.48,108.35,37.0
2023-05-18,Hell's Kitchen,5,Thursday,0,Afternoon,2,126,395.1,1374.48,402.0
2023-05-18,Hell's Kitchen,5,Thursday,0,Evening,3,55,179.75,395.1,126.0
2023-05-19,Hell's Kitchen,5,Friday,0,Morning,1,391,1332.13,179.75,55.0
2023-05-19,Hell's Kitchen,5,Friday,0,Afternoon,2,110,368.8,1332.13,391.0
2023-05-19,Hell's Kitchen,5,Friday,0,Evening,3,60,207.9,368.8,110.0
2023-05-20,Hell's Kitchen,5,Saturday,1,Morning,1,365,1223.85,207.9,60.0
2023-05-20,Hell's Kitchen,5,Saturday,1,Afternoon,2,111,375.25,1223.85,365.0
2023-05-20,Hell's Kitchen,5,Saturday,1,Evening,3,92,284.05,375.25,111.0
2023-05-21,Hell's Kitchen,5,Sunday,1,Morning,1,363,1231.63,284.05,92.0
2023-05-21,Hell's Kitchen,5,Sunday,1,Afternoon,2,127,465.6,1231.63,363.0
2023-05-21,Hell's Kitchen,5,Sunday,1,Evening,3,115,387.85,465.6,127.0
2023-05-22,Hell's Kitchen,5,Monday,0,Morning,1,256,904.1,387.85,115.0
2023-05-22,Hell's Kitchen,5,Monday,0,Afternoon,2,119,373.5,904.1,256.0
2023-05-22,Hell's Kitchen,5,Monday,0,Evening,3,67,233.35,373.5,119.0
2023-05-23,Hell's Kitchen,5,Tuesday,0,Morning,1,351,1220.33,233.35,67.0
2023-05-23,Hell's Kitchen,5,Tuesday,0,Afternoon,2,117,384.75,1220.33,351.0
2023-05-23,Hell's Kitchen,5,Tuesday,0,Evening,3,76,230.85,384.75,117.0
2023-05-24,Hell's Kitchen,5,Wednesday,0,Morning,1,255,912.1,230.85,76.0
2023-05-24,Hell's Kitchen,5,Wednesday,0,Afternoon,2,123,396.3,912.1,255.0
2023-05-24,Hell's Kitchen,5,Wednesday,0,Evening,3,66,224.8,396.3,123.0
2023-05-25,Hell's Kitchen,5,Thursday,0,Morning,1,290,1022.1,224.8,66.0
2023-05-25,Hell's Kitchen,5,Thursday,0,Afternoon,2,114,406.95,1022.1,290.0
2023-05-25,Hell's Kitchen,5,Thursday,0,Evening,3,52,168.35,406.95,114.0
2023-05-26,Hell's Kitchen,5,Friday,0,Morning,1,279,977.05,168.35,52.0
2023-05-26,Hell's Kitchen,5,Friday,0,Afternoon,2,94,296.05,977.05,279.0
2023-05-26,Hell's Kitchen,5,Friday,0,Evening,3,78,234.2,296.05,94.0
2023-05-27,Hell's Kitchen,5,Saturday,1,Morning,1,368,1053.95,234.2,78.0
2023-05-27,Hell's Kitchen,5,Saturday,1,Afternoon,2,114,330.75,1053.95,368.0
2023-05-27,Hell's Kitchen,5,Saturday,1,Evening,3,100,270.55,330.75,114.0
2023-05-28,Hell's Kitchen,5,Sunday,1,Morning,1,131,406.7,270.55,100.0
2023-05-28,Hell's Kitchen,5,Sunday,1,Afternoon,2,184,576.3,406.7,131.0
2023-05-28,Hell's Kitchen,5,Sunday,1,Evening,3,89,281.75,576.3,184.0
2023-05-29,Hell's Kitchen,5,Monday,0,Morning,1,132,407.5,281.75,89.0
2023-05-29,Hell's Kitchen,5,Monday,0,Afternoon,2,168,510.05,407.5,132.0
2023-05-29,Hell's Kitchen,5,Monday,0,Evening,3,63,207.6,510.05,168.0
2023-05-30,Hell's Kitchen,5,Tuesday,0,Morning,1,304,1040.1,207.6,63.0
2023-05-30,Hell's Kitchen,5,Tuesday,0,Afternoon,2,85,279.3,1040.1,304.0
2023-05-30,Hell's Kitchen,5,Tuesday,0,Evening,3,37,113.1,279.3,85.0
2023-05-31,Hell's Kitchen,5,Wednesday,0,Morning,1,264,906.65,113.1,37.0
2023-05-31,Hell's Kitchen,5,Wednesday,0,Afternoon,2,96,299.25,906.65,264.0
2023-05-31,Hell's Kitchen,5,Wednesday,0,Evening,3,56,157.85,299.25,96.0
2023-06-01,Hell's Kitchen,6,Thursday,0,Morning,1,178,563.55,157.85,56.0
2023-06-01,Hell's Kitchen,6,Thursday,0,Afternoon,2,238,739.75,563.55,178.0
2023-06-01,Hell's Kitchen,6,Thursday,0,Evening,3,166,525.9,739.75,238.0
2023-06-02,Hell's Kitchen,6,Friday,0,Morning,1,168,511.25,525.9,166.0
2023-06-02,Hell's Kitchen,6,Friday,0,Afternoon,2,230,699.75,511.25,168.0
2023-06-02,Hell's Kitchen,6,Friday,0,Evening,3,157,490.6,699.75,230.0
2023-06-03,Hell's Kitchen,6,Saturday,1,Morning,1,156,482.35,490.6,157.0
2023-06-03,Hell's Kitchen,6,Saturday,1,Afternoon,2,207,649.15,482.35,156.0
2023-06-03,Hell's Kitchen,6,Saturday,1,Evening,3,159,481.3,649.15,207.0
2023-06-04,Hell's Kitchen,6,Sunday,1,Morning,1,190,586.55,481.3,159.0
2023-06-04,Hell's Kitchen,6,Sunday,1,Afternoon,2,215,652.4,586.55,190.0
2023-06-04,Hell's Kitchen,6,Sunday,1,Evening,3,124,389.95,652.4,215.0
2023-06-05,Hell's Kitchen,6,Monday,0,Morning,1,163,517.8,389.95,124.0
2023-06-05,Hell's Kitchen,6,Monday,0,Afternoon,2,228,693.0,517.8,163.0
2023-06-05,Hell's Kitchen,6,Monday,0,Evening,3,104,320.9,693.0,228.0
2023-06-06,Hell's Kitchen,6,Tuesday,0,Morning,1,159,484.5,320.9,104.0
2023-06-06,Hell's Kitchen,6,Tuesday,0,Afternoon,2,245,731.85,484.5,159.0
2023-06-06,Hell's Kitchen,6,Tuesday,0,Evening,3,129,395.05,731.85,245.0
2023-06-07,Hell's Kitchen,6,Wednesday,0,Morning,1,380,1214.1,395.05,129.0
2023-06-07,Hell's Kitchen,6,Wednesday,0,Afternoon,2,147,456.15,1214.1,380.0
2023-06-07,Hell's Kitchen,6,Wednesday,0,Evening,3,125,375.25,456.15,147.0
2023-06-08,Hell's Kitchen,6,Thursday,0,Morning,1,393,1292.13,375.25,125.0
2023-06-08,Hell's Kitchen,6,Thursday,0,Afternoon,2,148,455.93,1292.13,393.0
2023-06-08,Hell's Kitchen,6,Thursday,0,Evening,3,82,280.05,455.93,148.0
2023-06-09,Hell's Kitchen,6,Friday,0,Morning,1,441,1404.0,280.05,82.0
2023-06-09,Hell's Kitchen,6,Friday,0,Afternoon,2,150,479.05,1404.0,441.0
2023-06-09,Hell's Kitchen,6,Friday,0,Evening,3,102,306.55,479.05,150.0
2023-06-10,Hell's Kitchen,6,Saturday,1,Morning,1,395,1317.7,306.55,102.0
2023-06-10,Hell's Kitchen,6,Saturday,1,Afternoon,2,143,439.45,1317.7,395.0
2023-06-10,Hell's Kitchen,6,Saturday,1,Evening,3,74,233.55,439.45,143.0
2023-06-11,Hell's Kitchen,6,Sunday,1,Morning,1,426,1368.98,233.55,74.0
2023-06-11,Hell's Kitchen,6,Sunday,1,Afternoon,2,140,435.5,1368.98,426.0
2023-06-11,Hell's Kitchen,6,Sunday,1,Evening,3,70,198.05,435.5,140.0
2023-06-12,Hell's Kitchen,6,Monday,0,Morning,1,395,1275.75,198.05,70.0
2023-06-12,Hell's Kitchen,6,Monday,0,Afternoon,2,139,430.8,1275.75,395.0
2023-06-12,Hell's Kitchen,6,Monday,0,Evening,3,110,400.05,430.8,139.0
2023-06-13,Hell's Kitchen,6,Tuesday,0,Morning,1,499,1607.45,400.05,110.0
2023-06-13,Hell's Kitchen,6,Tuesday,0,Afternoon,2,146,535.6,1607.45,499.0
2023-06-13,Hell's Kitchen,6,Tuesday,0,Evening,3,124,391.75,535.6,146.0
2023-06-14,Hell's Kitchen,6,Wednesday,0,Morning,1,481,1734.05,391.75,124.0
2023-06-14,Hell's Kitchen,6,Wednesday,0,Afternoon,2,100,391.23,1734.05,481.0
2023-06-14,Hell's Kitchen,6,Wednesday,0,Evening,3,91,371.33,391.23,100.0
2023-06-15,Hell's Kitchen,6,Thursday,0,Morning,1,365,1196.35,371.33,91.0
2023-06-15,Hell's Kitchen,6,Thursday,0,Afternoon,2,105,359.13,1196.35,365.0
2023-06-15,Hell's Kitchen,6,Thursday,0,Evening,3,79,232.7,359.13,105.0
2023-06-16,Hell's Kitchen,6,Friday,0,Morning,1,419,1429.0,232.7,79.0
2023-06-16,Hell's Kitchen,6,Friday,0,Afternoon,2,107,330.3,1429.0,419.0
2023-06-16,Hell's Kitchen,6,Friday,0,Evening,3,71,216.65,330.3,107.0
2023-06-17,Hell's Kitchen,6,Saturday,1,Morning,1,288,1944.5,216.65,71.0
2023-06-17,Hell's Kitchen,6,Saturday,1,Afternoon,2,76,279.25,1944.5,288.0
2023-06-17,Hell's Kitchen,6,Saturday,1,Evening,3,33,96.35,279.25,76.0
2023-06-18,Hell's Kitchen,6,Sunday,1,Morning,1,435,1518.33,96.35,33.0
2023-06-18,Hell's Kitchen,6,Sunday,1,Afternoon,2,129,406.5,1518.33,435.0
2023-06-18,Hell's Kitchen,6,Sunday,1,Evening,3,74,251.1,406.5,129.0
2023-06-19,Hell's Kitchen,6,Monday,0,Morning,1,440,1533.98,251.1,74.0
2023-06-19,Hell's Kitchen,6,Monday,0,Afternoon,2,121,392.0,1533.98,440.0
2023-06-19,Hell's Kitchen,6,Monday,0,Evening,3,63,198.1,392.0,121.0
2023-06-20,Hell's Kitchen,6,Tuesday,0,Morning,1,368,1194.9,198.1,63.0
2023-06-20,Hell's Kitchen,6,Tuesday,0,Afternoon,2,113,392.5,1194.9,368.0
2023-06-20,Hell's Kitchen,6,Tuesday,0,Evening,3,94,298.25,392.5,113.0
2023-06-21,Hell's Kitchen,6,Wednesday,0,Morning,1,413,1441.08,298.25,94.0
2023-06-21,Hell's Kitchen,6,Wednesday,0,Afternoon,2,146,496.7,1441.08,413.0
2023-06-21,Hell's Kitchen,6,Wednesday,0,Evening,3,112,366.05,496.7,146.0
2023-06-22,Hell's Kitchen,6,Thursday,0,Morning,1,270,901.7,366.05,112.0
2023-06-22,Hell's Kitchen,6,Thursday,0,Afternoon,2,123,399.9,901.7,270.0
2023-06-22,Hell's Kitchen,6,Thursday,0,Evening,3,76,255.5,399.9,123.0
2023-06-23,Hell's Kitchen,6,Friday,0,Morning,1,352,1307.18,255.5,76.0
2023-06-23,Hell's Kitchen,6,Friday,0,Afternoon,2,123,386.15,1307.18,352.0
2023-06-23,Hell's Kitchen,6,Friday,0,Evening,3,95,290.75,386.15,123.0
2023-06-24,Hell's Kitchen,6,Saturday,1,Morning,1,296,978.8,290.75,95.0
2023-06-24,Hell's Kitchen,6,Saturday,1,Afternoon,2,141,442.6,978.8,296.0
2023-06-24,Hell's Kitchen,6,Saturday,1,Evening,3,74,269.4,442.6,141.0
2023-06-25,Hell's Kitchen,6,Sunday,1,Morning,1,328,1102.45,269.4,74.0
2023-06-25,Hell's Kitchen,6,Sunday,1,Afternoon,2,121,411.1,1102.45,328.0
2023-06-25,Hell's Kitchen,6,Sunday,1,Evening,3,78,255.65,411.1,121.0
2023-06-26,Hell's Kitchen,6,Monday,0,Morning,1,333,1144.7,255.65,78.0
2023-06-26,Hell's Kitchen,6,Monday,0,Afternoon,2,120,368.35,1144.7,333.0
2023-06-26,Hell's Kitchen,6,Monday,0,Evening,3,75,233.05,368.35,120.0
2023-06-27,Hell's Kitchen,6,Tuesday,0,Morning,1,385,1096.5,233.05,75.0
2023-06-27,Hell's Kitchen,6,Tuesday,0,Afternoon,2,111,321.85,1096.5,385.0
2023-06-27,Hell's Kitchen,6,Tuesday,0,Evening,3,98,258.35,321.85,111.0
2023-06-28,Hell's Kitchen,6,Wednesday,0,Morning,1,146,457.0,258.35,98.0
2023-06-28,Hell's Kitchen,6,Wednesday,0,Afternoon,2,208,658.5,457.0,146.0
2023-06-28,Hell's Kitchen,6,Wednesday,0,Evening,3,105,330.35,658.5,208.0
2023-06-29,Hell's Kitchen,6,Thursday,0,Morning,1,150,455.0,330.35,105.0
2023-06-29,Hell's Kitchen,6,Thursday,0,Afternoon,2,170,520.75,455.0,150.0
2023-06-29,Hell's Kitchen,6,Thursday,0,Evening,3,100,322.8,520.75,170.0
2023-06-30,Hell's Kitchen,6,Friday,0,Morning,1,360,1503.03,322.8,100.0
2023-06-30,Hell's Kitchen,6,Friday,0,Afternoon,2,64,211.15,1503.03,360.0
2023-06-30,Hell's Kitchen,6,Friday,0,Evening,3,54,190.75,211.15,64.0
2023-01-01,Lower Manhattan,1,Sunday,1,Morning,1,119,373.6,0.0,0.0
2023-01-01,Lower Manhattan,1,Sunday,1,Afternoon,2,112,344.45,373.6,119.0
2023-01-01,Lower Manhattan,1,Sunday,1,Evening,3,24,70.3,344.45,112.0
2023-01-02,Lower Manhattan,1,Monday,0,Morning,1,73,214.35,70.3,24.0
2023-01-02,Lower Manhattan,1,Monday,0,Afternoon,2,121,357.75,214.35,73.0
2023-01-02,Lower Manhattan,1,Monday,0,Evening,3,23,76.95,357.75,121.0
2023-01-03,Lower Manhattan,1,Tuesday,0,Morning,1,107,336.25,76.95,23.0
2023-01-03,Lower Manhattan,1,Tuesday,0,Afternoon,2,109,341.25,336.25,107.0
2023-01-03,Lower Manhattan,1,Tuesday,0,Evening,3,25,78.5,341.25,109.0
2023-01-04,Lower Manhattan,1,Wednesday,0,Morning,1,67,197.45,78.5,25.0
2023-01-04,Lower Manhattan,1,Wednesday,0,Afternoon,2,107,326.15,197.45,67.0
2023-01-04,Lower Manhattan,1,Wednesday,0,Evening,3,34,106.6,326.15,107.0
2023-01-05,Lower Manhattan,1,Thursday,0,Morning,1,121,380.05,106.6,34.0
2023-01-05,Lower Manhattan,1,Thursday,0,Afternoon,2,119,365.45,380.05,121.0
2023-01-05,Lower Manhattan,1,Thursday,0,Evening,3,18,55.4,365.45,119.0
2023-01-06,Lower Manhattan,1,Friday,0,Morning,1,114,355.5,55.4,18.0
2023-01-06,Lower Manhattan,1,Friday,0,Afternoon,2,112,344.2,355.5,114.0
2023-01-06,Lower Manhattan,1,Friday,0,Evening,3,30,90.9,344.2,112.0
2023-01-07,Lower Manhattan,1,Saturday,1,Morning,1,203,738.5,90.9,30.0
2023-01-07,Lower Manhattan,1,Saturday,1,Afternoon,2,16,49.75,738.5,203.0
2023-01-08,Lower Manhattan,1,Sunday,1,Morning,1,198,687.3,49.75,16.0
2023-01-08,Lower Manhattan,1,Sunday,1,Afternoon,2,61,172.35,687.3,198.0
2023-01-08,Lower Manhattan,1,Sunday,1,Evening,3,43,112.9,172.35,61.0
2023-01-09,Lower Manhattan,1,Monday,0,Morning,1,188,750.11,112.9,43.0
2023-01-09,Lower Manhattan,1,Monday,0,Afternoon,2,52,169.39,750.11,188.0
2023-01-09,Lower Manhattan,1,Monday,0,Evening,3,22,88.7,169.39,52.0
2023-01-10,Lower Manhattan,1,Tuesday,0,Morning,1,195,677.8,88.7,22.0
2023-01-10,Lower Manhattan,1,Tuesday,0,Afternoon,2,71,223.6,677.8,195.0
2023-01-10,Lower Manhattan,1,Tuesday,0,Evening,3,11,29.15,223.6,71.0
2023-01-11,Lower Manhattan,1,Wednesday,0,Morning,1,159,509.6,29.15,11.0
2023-01-11,Lower Manhattan,1,Wednesday,0,Afternoon,2,76,269.05,509.6,159.0
2023-01-11,Lower Manhattan,1,Wednesday,0,Evening,3,23,62.4,269.05,76.0
2023-01-12,Lower Manhattan,1,Thursday,0,Morning,1,207,595.85,62.4,23.0
2023-01-12,Lower Manhattan,1,Thursday,0,Afternoon,2,66,216.0,595.85,207.0
2023-01-12,Lower Manhattan,1,Thursday,0,Evening,3,29,103.25,216.0,66.0
2023-01-13,Lower Manhattan,1,Friday,0,Morning,1,190,604.6,103.25,29.0
2023-01-13,Lower Manhattan,1,Friday,0,Afternoon,2,82,293.95,604.6,190.0
2023-01-13,Lower Manhattan,1,Friday,0,Evening,3,23,66.65,293.95,82.0
2023-01-14,Lower Manhattan,1,Saturday,1,Morning,1,154,468.5,66.65,23.0
2023-01-14,Lower Manhattan,1,Saturday,1,Afternoon,2,56,228.05,468.5,154.0
2023-01-14,Lower Manhattan,1,Saturday,1,Evening,3,22,78.45,228.05,56.0
2023-01-15,Lower Manhattan,1,Sunday,1,Morning,1,189,587.0,78.45,22.0
2023-01-15,Lower Manhattan,1,Sunday,1,Afternoon,2,83,238.45,587.0,189.0
2023-01-15,Lower Manhattan,1,Sunday,1,Evening,3,10,30.9,238.45,83.0
2023-01-16,Lower Manhattan,1,Monday,0,Morning,1,181,609.28,30.9,10.0
2023-01-16,Lower Manhattan,1,Monday,0,Afternoon,2,69,210.3,609.28,181.0
2023-01-16,Lower Manhattan,1,Monday,0,Evening,3,9,31.1,210.3,69.0
2023-01-17,Lower Manhattan,1,Tuesday,0,Morning,1,172,532.0,31.1,9.0
2023-01-17,Lower Manhattan,1,Tuesday,0,Afternoon,2,63,210.95,532.0,172.0
2023-01-17,Lower Manhattan,1,Tuesday,0,Evening,3,16,45.95,210.95,63.0
2023-01-18,Lower Manhattan,1,Wednesday,0,Morning,1,180,546.68,45.95,16.0
2023-01-18,Lower Manhattan,1,Wednesday,0,Afternoon,2,73,230.45,546.68,180.0
2023-01-18,Lower Manhattan,1,Wednesday,0,Evening,3,16,48.7,230.45,73.0
2023-01-19,Lower Manhattan,1,Thursday,0,Morning,1,158,476.85,48.7,16.0
2023-01-19,Lower Manhattan,1,Thursday,0,Afternoon,2,72,255.6,476.85,158.0
2023-01-19,Lower Manhattan,1,Thursday,0,Evening,3,22,55.6,255.6,72.0
2023-01-20,Lower Manhattan,1,Friday,0,Morning,1,184,552.3,55.6,22.0
2023-01-20,Lower Manhattan,1,Friday,0,Afternoon,2,59,161.75,552.3,184.0
2023-01-20,Lower Manhattan,1,Friday,0,Evening,3,25,77.5,161.75,59.0
2023-01-21,Lower Manhattan,1,Saturday,1,Morning,1,218,720.1,77.5,25.0
2023-01-21,Lower Manhattan,1,Saturday,1,Afternoon,2,70,272.2,720.1,218.0
2023-01-21,Lower Manhattan,1,Saturday,1,Evening,3,7,22.7,272.2,70.0
2023-01-22,Lower Manhattan,1,Sunday,1,Morning,1,223,687.78,22.7,7.0
2023-01-22,Lower Manhattan,1,Sunday,1,Afternoon,2,74,219.05,687.78,223.0
2023-01-22,Lower Manhattan,1,Sunday,1,Evening,3,35,96.25,219.05,74.0
2023-01-23,Lower Manhattan,1,Monday,0,Morning,1,174,557.95,96.25,35.0
2023-01-23,Lower Manhattan,1,Monday,0,Afternoon,2,74,222.2,557.95,174.0
2023-01-23,Lower Manhattan,1,Monday,0,Evening,3,41,118.6,222.2,74.0
2023-01-24,Lower Manhattan,1,Tuesday,0,Morning,1,240,788.65,118.6,41.0
2023-01-24,Lower Manhattan,1,Tuesday,0,Afternoon,2,97,283.55,788.65,240.0
2023-01-24,Lower Manhattan,1,Tuesday,0,Evening,3,12,33.6,283.55,97.0
2023-01-25,Lower Manhattan,1,Wednesday,0,Morning,1,205,678.95,33.6,12.0
2023-01-25,Lower Manhattan,1,Wednesday,0,Afternoon,2,109,328.8,678.95,205.0
2023-01-25,Lower Manhattan,1,Wednesday,0,Evening,3,20,56.1,328.8,109.0
2023-01-26,Lower Manhattan,1,Thursday,0,Morning,1,237,789.5,56.1,20.0
2023-01-26,Lower Manhattan,1,Thursday,0,Afternoon,2,51,150.25,789.5,237.0
2023-01-26,Lower Manhattan,1,Thursday,0,Evening,3,36,127.6,150.25,51.0
2023-01-27,Lower Manhattan,1,Friday,0,Morning,1,212,716.15,127.6,36.0
2023-01-27,Lower Manhattan,1,Friday,0,Afternoon,2,102,324.7,716.15,212.0
2023-01-27,Lower Manhattan,1,Friday,0,Evening,3,35,102.65,324.7,102.0
2023-01-28,Lower Manhattan,1,Saturday,1,Morning,1,89,266.8,102.65,35.0
2023-01-28,Lower Manhattan,1,Saturday,1,Afternoon,2,93,284.4,266.8,89.0
2023-01-28,Lower Manhattan,1,Saturday,1,Evening,3,19,53.0,284.4,93.0
2023-01-29,Lower Manhattan,1,Sunday,1,Morning,1,80,254.25,53.0,19.0
2023-01-29,Lower Manhattan,1,Sunday,1,Afternoon,2,91,290.55,254.25,80.0
2023-01-29,Lower Manhattan,1,Sunday,1,Evening,3,25,83.1,290.55,91.0
2023-01-30,Lower Manhattan,1,Monday,0,Morning,1,145,542.48,83.1,25.0
2023-01-30,Lower Manhattan,1,Monday,0,Afternoon,2,53,161.18,542.48,145.0
2023-01-30,Lower Manhattan,1,Monday,0,Evening,3,11,33.75,161.18,53.0
2023-01-31,Lower Manhattan,1,Tuesday,0,Morning,1,145,531.78,33.75,11.0
2023-01-31,Lower Manhattan,1,Tuesday,0,Afternoon,2,53,201.55,531.78,145.0
2023-01-31,Lower Manhattan,1,Tuesday,0,Evening,3,10,30.9,201.55,53.0
2023-02-01,Lower Manhattan,2,Wednesday,0,Morning,1,102,309.75,30.9,10.0
2023-02-01,Lower Manhattan,2,Wednesday,0,Afternoon,2,119,370.3,309.75,102.0
2023-02-01,Lower Manhattan,2,Wednesday,0,Evening,3,34,103.15,370.3,119.0
2023-02-02,Lower Manhattan,2,Thursday,0,Morning,1,87,265.0,103.15,34.0
2023-02-02,Lower Manhattan,2,Thursday,0,Afternoon,2,108,318.1,265.0,87.0
2023-02-02,Lower Manhattan,2,Thursday,0,Evening,3,30,95.05,318.1,108.0
2023-02-03,Lower Manhattan,2,Friday,0,Morning,1,102,303.15,95.05,30.0
2023-02-03,Lower Manhattan,2,Friday,0,Afternoon,2,112,361.65,303.15,102.0
2023-02-03,Lower Manhattan,2,Friday,0,Evening,3,28,90.45,361.65,112.0
2023-02-04,Lower Manhattan,2,Saturday,1,Morning,1,109,326.25,90.45,28.0
2023-02-04,Lower Manhattan,2,Saturday,1,Afternoon,2,130,408.35,326.25,109.0
2023-02-04,Lower Manhattan,2,Saturday,1,Evening,3,46,146.5,408.35,130.0
2023-02-05,Lower Manhattan,2,Sunday,1,Morning,1,122,375.55,146.5,46.0
2023-02-05,Lower Manhattan,2,Sunday,1,Afternoon,2,88,275.0,375.55,122.0
2023-02-05,Lower Manhattan,2,Sunday,1,Evening,3,22,73.55,275.0,88.0
2023-02-06,Lower Manhattan,2,Monday,0,Morning,1,98,303.6,73.55,22.0
2023-02-06,Lower Manhattan,2,Monday,0,Afternoon,2,100,317.6,303.6,98.0
2023-02-06,Lower Manhattan,2,Monday,0,Evening,3,41,130.7,317.6,100.0
2023-02-07,Lower Manhattan,2,Tuesday,0,Morning,1,212,709.75,130.7,41.0
2023-02-07,Lower Manhattan,2,Tuesday,0,Afternoon,2,10,27.25,709.75,212.0
2023-02-08,Lower Manhattan,2,Wednesday,0,Morning,1,186,615.95,27.25,10.0
2023-02-08,Lower Manhattan,2,Wednesday,0,Afternoon,2,66,183.55,615.95,186.0
2023-02-08,Lower Manhattan,2,Wednesday,0,Evening,3,31,84.2,183.55,66.0
2023-02-09,Lower Manhattan,2,Thursday,0,Morning,1,160,590.32,84.2,31.0
2023-02-09,Lower Manhattan,2,Thursday,0,Afternoon,2,46,155.21,590.32,160.0
2023-02-09,Lower Manhattan,2,Thursday,0,Evening,3,38,139.05,155.21,46.0
2023-02-10,Lower Manhattan,2,Friday,0,Morning,1,208,652.35,139.05,38.0
2023-02-10,Lower Manhattan,2,Friday,0,Afternoon,2,76,276.85,652.35,208.0
2023-02-10,Lower Manhattan,2,Friday,0,Evening,3,11,32.1,276.85,76.0
2023-02-11,Lower Manhattan,2,Saturday,1,Morning,1,182,574.75,32.1,11.0
2023-02-11,Lower Manhattan,2,Saturday,1,Afternoon,2,69,210.73,574.75,182.0
2023-02-11,Lower Manhattan,2,Saturday,1,Evening,3,14,40.0,210.73,69.0
2023-02-12,Lower Manhattan,2,Sunday,1,Morning,1,214,617.4,40.0,14.0
2023-02-12,Lower Manhattan,2,Sunday,1,Afternoon,2,91,349.95,617.4,214.0
2023-02-12,Lower Manhattan,2,Sunday,1,Evening,3,34,120.25,349.95,91.0
2023-02-13,Lower Manhattan,2,Monday,0,Morning,1,217,647.58,120.25,34.0
2023-02-13,Lower Manhattan,2,Monday,0,Afternoon,2,83,285.3,647.58,217.0
2023-02-13,Lower Manhattan,2,Monday,0,Evening,3,29,85.55,285.3,83.0
2023-02-14,Lower Manhattan,2,Tuesday,0,Morning,1,178,573.53,85.55,29.0
2023-02-14,Lower Manhattan,2,Tuesday,0,Afternoon,2,49,158.3,573.53,178.0
2023-02-14,Lower Manhattan,2,Tuesday,0,Evening,3,10,31.4,158.3,49.0
2023-02-15,Lower Manhattan,2,Wednesday,0,Morning,1,178,566.65,31.4,10.0
2023-02-15,Lower Manhattan,2,Wednesday,0,Afternoon,2,58,206.65,566.65,178.0
2023-02-15,Lower Manhattan,2,Wednesday,0,Evening,3,13,49.55,206.65,58.0
2023-02-16,Lower Manhattan,2,Thursday,0,Morning,1,171,596.65,49.55,13.0
2023-02-16,Lower Manhattan,2,Thursday,0,Afternoon,2,80,278.45,596.65,171.0
2023-02-16,Lower Manhattan,2,Thursday,0,Evening,3,15,48.7,278.45,80.0
2023-02-17,Lower Manhattan,2,Friday,0,Morning,1,154,479.2,48.7,15.0
2023-02-17,Lower Manhattan,2,Friday,0,Afternoon,2,58,166.55,479.2,154.0
2023-02-17,Lower Manhattan,2,Friday,0,Evening,3,17,49.8,166.55,58.0
2023-02-18,Lower Manhattan,2,Saturday,1,Morning,1,140,442.9,49.8,17.0
2023-02-18,Lower Manhattan,2,Saturday,1,Afternoon,2,83,272.85,442.9,140.0
2023-02-18,Lower Manhattan,2,Saturday,1,Evening,3,10,30.7,272.85,83.0
2023-02-19,Lower Manhattan,2,Sunday,1,Morning,1,175,585.05,30.7,10.0
2023-02-19,Lower Manhattan,2,Sunday,1,Afternoon,2,81,253.5,585.05,175.0
2023-02-19,Lower Manhattan,2,Sunday,1,Evening,3,19,52.45,253.5,81.0
2023-02-20,Lower Manhattan,2,Monday,0,Morning,1,223,696.85,52.45,19.0
2023-02-20,Lower Manhattan,2,Monday,0,Afternoon,2,94,289.0,696.85,223.0
2023-02-20,Lower Manhattan,2,Monday,0,Evening,3,19,70.9,289.0,94.0
2023-02-21,Lower Manhattan,2,Tuesday,0,Morning,1,188,626.6,70.9,19.0
2023-02-21,Lower Manhattan,2,Tuesday,0,Afternoon,2,66,259.45,626.6,188.0
2023-02-21,Lower Manhattan,2,Tuesday,0,Evening,3,22,68.35,259.45,66.0
2023-02-22,Lower Manhattan,2,Wednesday,0,Morning,1,208,707.95,68.35,22.0
2023-02-22,Lower Manhattan,2,Wednesday,0,Afternoon,2,89,280.25,707.95,208.0
2023-02-22,Lower Manhattan,2,Wednesday,0,Evening,3,26,72.3,280.25,89.0
2023-02-23,Lower Manhattan,2,Thursday,0,Morning,1,218,662.13,72.3,26.0
2023-02-23,Lower Manhattan,2,Thursday,0,Afternoon,2,72,235.05,662.13,218.0
2023-02-23,Lower Manhattan,2,Thursday,0,Evening,3,21,55.55,235.05,72.0
2023-02-24,Lower Manhattan,2,Friday,0,Morning,1,243,763.8,55.55,21.0
2023-02-24,Lower Manhattan,2,Friday,0,Afternoon,2,113,327.65,763.8,243.0
2023-02-24,Lower Manhattan,2,Friday,0,Evening,3,17,47.25,327.65,113.0
2023-02-25,Lower Manhattan,2,Saturday,1,Morning,1,253,817.7,47.25,17.0
